architecture,recorder_config,benchmark,variant,seed,workload_scale,firmware_source,compiler_backed,cycles,commits,events,capsule_bytes,event_rate_per_kinst,cycles_to_failure,commits_to_failure,property_id,replay_status,final_signature_match,event_match,overflow,notes
v2,hashed,stack_corruption_bug,fixed,5,long,compiler_c_scaled,true,100000,30597,1434,11488,46.867340,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,stack_corruption_bug,fixed,5,long,compiler_c_scaled,true,100000,30597,4096,65552,133.869334,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,uart_command_bug,failing,1,long,compiler_c_scaled,true,23623,5139,2052,43092,399.299475,23623,5139,1,PASS,PASS,PASS,false,measured v1 workload_scaling row
v2,core,uart_command_bug,failing,1,long,compiler_c_scaled,true,23623,5139,719,5768,139.910488,23623,5139,1,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,hashed,uart_command_bug,failing,1,long,compiler_c_scaled,true,23623,5139,719,5768,139.910488,23623,5139,1,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,full,uart_command_bug,failing,1,long,compiler_c_scaled,true,23623,5139,2052,32848,399.299475,23623,5139,1,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v1,full,uart_command_bug,failing,2,long,compiler_c_scaled,true,23623,5139,2052,43092,399.299475,23623,5139,1,PASS,PASS,PASS,false,measured v1 workload_scaling row
v2,core,uart_command_bug,failing,2,long,compiler_c_scaled,true,23623,5139,719,5768,139.910488,23623,5139,1,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,hashed,uart_command_bug,failing,2,long,compiler_c_scaled,true,23623,5139,719,5768,139.910488,23623,5139,1,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,full,uart_command_bug,failing,2,long,compiler_c_scaled,true,23623,5139,2052,32848,399.299475,23623,5139,1,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v1,full,uart_command_bug,failing,3,long,compiler_c_scaled,true,23623,5139,2052,43092,399.299475,23623,5139,1,PASS,PASS,PASS,false,measured v1 workload_scaling row
v2,core,uart_command_bug,failing,3,long,compiler_c_scaled,true,23623,5139,719,5768,139.910488,23623,5139,1,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,hashed,uart_command_bug,failing,3,long,compiler_c_scaled,true,23623,5139,719,5768,139.910488,23623,5139,1,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,full,uart_command_bug,failing,3,long,compiler_c_scaled,true,23623,5139,2052,32848,399.299475,23623,5139,1,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v1,full,uart_command_bug,failing,4,long,compiler_c_scaled,true,23623,5139,2052,43092,399.299475,23623,5139,1,PASS,PASS,PASS,false,measured v1 workload_scaling row
v2,core,uart_command_bug,failing,4,long,compiler_c_scaled,true,23623,5139,719,5768,139.910488,23623,5139,1,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,hashed,uart_command_bug,failing,4,long,compiler_c_scaled,true,23623,5139,719,5768,139.910488,23623,5139,1,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,full,uart_command_bug,failing,4,long,compiler_c_scaled,true,23623,5139,2052,32848,399.299475,23623,5139,1,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v1,full,uart_command_bug,failing,5,long,compiler_c_scaled,true,23623,5139,2052,43092,399.299475,23623,5139,1,PASS,PASS,PASS,false,measured v1 workload_scaling row
v2,core,uart_command_bug,failing,5,long,compiler_c_scaled,true,23623,5139,719,5768,139.910488,23623,5139,1,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,hashed,uart_command_bug,failing,5,long,compiler_c_scaled,true,23623,5139,719,5768,139.910488,23623,5139,1,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,full,uart_command_bug,failing,5,long,compiler_c_scaled,true,23623,5139,2052,32848,399.299475,23623,5139,1,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v1,full,uart_command_bug,fixed,1,long,compiler_c_scaled,true,100000,30598,4096,86016,133.864958,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,uart_command_bug,fixed,1,long,compiler_c_scaled,true,100000,30598,1434,11488,46.865808,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,uart_command_bug,fixed,1,long,compiler_c_scaled,true,100000,30598,1434,11488,46.865808,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,uart_command_bug,fixed,1,long,compiler_c_scaled,true,100000,30598,4096,65552,133.864958,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,uart_command_bug,fixed,2,long,compiler_c_scaled,true,100000,30598,4096,86016,133.864958,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,uart_command_bug,fixed,2,long,compiler_c_scaled,true,100000,30598,1434,11488,46.865808,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,uart_command_bug,fixed,2,long,compiler_c_scaled,true,100000,30598,1434,11488,46.865808,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,uart_command_bug,fixed,2,long,compiler_c_scaled,true,100000,30598,4096,65552,133.864958,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,uart_command_bug,fixed,3,long,compiler_c_scaled,true,100000,30598,4096,86016,133.864958,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,uart_command_bug,fixed,3,long,compiler_c_scaled,true,100000,30598,1434,11488,46.865808,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,uart_command_bug,fixed,3,long,compiler_c_scaled,true,100000,30598,1434,11488,46.865808,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,uart_command_bug,fixed,3,long,compiler_c_scaled,true,100000,30598,4096,65552,133.864958,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,uart_command_bug,fixed,4,long,compiler_c_scaled,true,100000,30598,4096,86016,133.864958,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,uart_command_bug,fixed,4,long,compiler_c_scaled,true,100000,30598,1434,11488,46.865808,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,uart_command_bug,fixed,4,long,compiler_c_scaled,true,100000,30598,1434,11488,46.865808,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,uart_command_bug,fixed,4,long,compiler_c_scaled,true,100000,30598,4096,65552,133.864958,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,uart_command_bug,fixed,5,long,compiler_c_scaled,true,100000,30598,4096,86016,133.864958,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,uart_command_bug,fixed,5,long,compiler_c_scaled,true,100000,30598,1434,11488,46.865808,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,uart_command_bug,fixed,5,long,compiler_c_scaled,true,100000,30598,1434,11488,46.865808,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,uart_command_bug,fixed,5,long,compiler_c_scaled,true,100000,30598,4096,65552,133.864958,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,uart_command_bug,no_failure_edge,1,long,compiler_c_scaled,true,100000,30598,4096,86016,133.864958,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,uart_command_bug,no_failure_edge,1,long,compiler_c_scaled,true,100000,30598,1434,11488,46.865808,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,uart_command_bug,no_failure_edge,1,long,compiler_c_scaled,true,100000,30598,1434,11488,46.865808,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,uart_command_bug,no_failure_edge,1,long,compiler_c_scaled,true,100000,30598,4096,65552,133.864958,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,uart_command_bug,no_failure_edge,2,long,compiler_c_scaled,true,100000,30598,4096,86016,133.864958,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,uart_command_bug,no_failure_edge,2,long,compiler_c_scaled,true,100000,30598,1434,11488,46.865808,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,uart_command_bug,no_failure_edge,2,long,compiler_c_scaled,true,100000,30598,1434,11488,46.865808,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,uart_command_bug,no_failure_edge,2,long,compiler_c_scaled,true,100000,30598,4096,65552,133.864958,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,uart_command_bug,no_failure_edge,3,long,compiler_c_scaled,true,100000,30598,4096,86016,133.864958,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,uart_command_bug,no_failure_edge,3,long,compiler_c_scaled,true,100000,30598,1434,11488,46.865808,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,uart_command_bug,no_failure_edge,3,long,compiler_c_scaled,true,100000,30598,1434,11488,46.865808,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,uart_command_bug,no_failure_edge,3,long,compiler_c_scaled,true,100000,30598,4096,65552,133.864958,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,uart_command_bug,no_failure_edge,4,long,compiler_c_scaled,true,100000,30598,4096,86016,133.864958,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,uart_command_bug,no_failure_edge,4,long,compiler_c_scaled,true,100000,30598,1434,11488,46.865808,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,uart_command_bug,no_failure_edge,4,long,compiler_c_scaled,true,100000,30598,1434,11488,46.865808,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,uart_command_bug,no_failure_edge,4,long,compiler_c_scaled,true,100000,30598,4096,65552,133.864958,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,uart_command_bug,no_failure_edge,5,long,compiler_c_scaled,true,100000,30598,4096,86016,133.864958,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,uart_command_bug,no_failure_edge,5,long,compiler_c_scaled,true,100000,30598,1434,11488,46.865808,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,uart_command_bug,no_failure_edge,5,long,compiler_c_scaled,true,100000,30598,1434,11488,46.865808,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,uart_command_bug,no_failure_edge,5,long,compiler_c_scaled,true,100000,30598,4096,65552,133.864958,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,watchdog_timeout_bug,failing,1,long,compiler_c_scaled,true,23661,5148,2054,43134,398.989899,23661,5148,6,PASS,PASS,PASS,false,measured v1 workload_scaling row
v2,core,watchdog_timeout_bug,failing,1,long,compiler_c_scaled,true,23661,5148,719,5768,139.665890,23661,5148,6,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,hashed,watchdog_timeout_bug,failing,1,long,compiler_c_scaled,true,23661,5148,719,5768,139.665890,23661,5148,6,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,full,watchdog_timeout_bug,failing,1,long,compiler_c_scaled,true,23661,5148,2054,32880,398.989899,23661,5148,6,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v1,full,watchdog_timeout_bug,failing,2,long,compiler_c_scaled,true,23661,5148,2054,43134,398.989899,23661,5148,6,PASS,PASS,PASS,false,measured v1 workload_scaling row
v2,core,watchdog_timeout_bug,failing,2,long,compiler_c_scaled,true,23661,5148,719,5768,139.665890,23661,5148,6,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,hashed,watchdog_timeout_bug,failing,2,long,compiler_c_scaled,true,23661,5148,719,5768,139.665890,23661,5148,6,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,full,watchdog_timeout_bug,failing,2,long,compiler_c_scaled,true,23661,5148,2054,32880,398.989899,23661,5148,6,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v1,full,watchdog_timeout_bug,failing,3,long,compiler_c_scaled,true,23661,5148,2054,43134,398.989899,23661,5148,6,PASS,PASS,PASS,false,measured v1 workload_scaling row
v2,core,watchdog_timeout_bug,failing,3,long,compiler_c_scaled,true,23661,5148,719,5768,139.665890,23661,5148,6,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,hashed,watchdog_timeout_bug,failing,3,long,compiler_c_scaled,true,23661,5148,719,5768,139.665890,23661,5148,6,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,full,watchdog_timeout_bug,failing,3,long,compiler_c_scaled,true,23661,5148,2054,32880,398.989899,23661,5148,6,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v1,full,watchdog_timeout_bug,failing,4,long,compiler_c_scaled,true,23661,5148,2054,43134,398.989899,23661,5148,6,PASS,PASS,PASS,false,measured v1 workload_scaling row
v2,core,watchdog_timeout_bug,failing,4,long,compiler_c_scaled,true,23661,5148,719,5768,139.665890,23661,5148,6,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,hashed,watchdog_timeout_bug,failing,4,long,compiler_c_scaled,true,23661,5148,719,5768,139.665890,23661,5148,6,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,full,watchdog_timeout_bug,failing,4,long,compiler_c_scaled,true,23661,5148,2054,32880,398.989899,23661,5148,6,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v1,full,watchdog_timeout_bug,failing,5,long,compiler_c_scaled,true,23661,5148,2054,43134,398.989899,23661,5148,6,PASS,PASS,PASS,false,measured v1 workload_scaling row
v2,core,watchdog_timeout_bug,failing,5,long,compiler_c_scaled,true,23661,5148,719,5768,139.665890,23661,5148,6,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,hashed,watchdog_timeout_bug,failing,5,long,compiler_c_scaled,true,23661,5148,719,5768,139.665890,23661,5148,6,BLOCKED,NA,NA,false,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v2,full,watchdog_timeout_bug,failing,5,long,compiler_c_scaled,true,23661,5148,2054,32880,398.989899,23661,5148,6,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed."
v1,full,watchdog_timeout_bug,fixed,1,long,compiler_c_scaled,true,100000,30592,4096,86016,133.891213,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,watchdog_timeout_bug,fixed,1,long,compiler_c_scaled,true,100000,30592,1434,11488,46.875000,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,watchdog_timeout_bug,fixed,1,long,compiler_c_scaled,true,100000,30592,1434,11488,46.875000,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,watchdog_timeout_bug,fixed,1,long,compiler_c_scaled,true,100000,30592,4096,65552,133.891213,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,watchdog_timeout_bug,fixed,2,long,compiler_c_scaled,true,100000,30592,4096,86016,133.891213,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,watchdog_timeout_bug,fixed,2,long,compiler_c_scaled,true,100000,30592,1434,11488,46.875000,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,watchdog_timeout_bug,fixed,2,long,compiler_c_scaled,true,100000,30592,1434,11488,46.875000,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,watchdog_timeout_bug,fixed,2,long,compiler_c_scaled,true,100000,30592,4096,65552,133.891213,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,watchdog_timeout_bug,fixed,3,long,compiler_c_scaled,true,100000,30592,4096,86016,133.891213,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,watchdog_timeout_bug,fixed,3,long,compiler_c_scaled,true,100000,30592,1434,11488,46.875000,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,watchdog_timeout_bug,fixed,3,long,compiler_c_scaled,true,100000,30592,1434,11488,46.875000,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,watchdog_timeout_bug,fixed,3,long,compiler_c_scaled,true,100000,30592,4096,65552,133.891213,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v1,full,watchdog_timeout_bug,fixed,4,long,compiler_c_scaled,true,100000,30592,4096,86016,133.891213,NA,NA,0,PASS,PASS,PASS,true,measured v1 workload_scaling row
v2,core,watchdog_timeout_bug,fixed,4,long,compiler_c_scaled,true,100000,30592,1434,11488,46.875000,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,hashed,watchdog_timeout_bug,fixed,4,long,compiler_c_scaled,true,100000,30592,1434,11488,46.875000,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
v2,full,watchdog_timeout_bug,fixed,4,long,compiler_c_scaled,true,100000,30592,4096,65552,133.891213,NA,NA,0,BLOCKED,NA,NA,true,"ANALYTIC v2 capacity/size row derived from measured v1 workload row; full-core v2 record/replay is not integrated, so replay_status is BLOCKED and no PASS is claimed. Source v1 event count is a lower bound because v1 overflowed at 256 events."
