recorder_config,benchmark,variant,seed,workload_scale,replay_status,negative_replay_status,event_match,final_signature_match,capsule_bytes,events,notes
full,uart_command_bug,no_failure_edge,3,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,no_failure_edge,4,stress,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,no_failure_edge,4,stress,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,no_failure_edge,4,stress,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,no_failure_edge,4,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,uart_command_bug,no_failure_edge,4,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,uart_command_bug,no_failure_edge,5,stress,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,uart_command_bug,no_failure_edge,5,stress,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,uart_command_bug,no_failure_edge,5,stress,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,uart_command_bug,no_failure_edge,5,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,uart_command_bug,no_failure_edge,5,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,failing,1,smoke,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,failing,1,smoke,PASS,REJECT,PASS,PASS,147,7,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,failing,1,smoke,PASS,REJECT,PASS,PASS,147,7,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,failing,1,smoke,PASS,REJECT,PASS,PASS,735,35,capture-all diagnostic mode
full,watchdog_timeout_bug,failing,1,smoke,PASS,REJECT,PASS,PASS,735,35,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,failing,2,smoke,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,failing,2,smoke,PASS,REJECT,PASS,PASS,147,7,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,failing,2,smoke,PASS,REJECT,PASS,PASS,147,7,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,failing,2,smoke,PASS,REJECT,PASS,PASS,735,35,capture-all diagnostic mode
full,watchdog_timeout_bug,failing,2,smoke,PASS,REJECT,PASS,PASS,735,35,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,failing,3,smoke,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,failing,3,smoke,PASS,REJECT,PASS,PASS,147,7,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,failing,3,smoke,PASS,REJECT,PASS,PASS,147,7,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,failing,3,smoke,PASS,REJECT,PASS,PASS,735,35,capture-all diagnostic mode
full,watchdog_timeout_bug,failing,3,smoke,PASS,REJECT,PASS,PASS,735,35,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,failing,4,smoke,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,failing,4,smoke,PASS,REJECT,PASS,PASS,147,7,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,failing,4,smoke,PASS,REJECT,PASS,PASS,147,7,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,failing,4,smoke,PASS,REJECT,PASS,PASS,735,35,capture-all diagnostic mode
full,watchdog_timeout_bug,failing,4,smoke,PASS,REJECT,PASS,PASS,735,35,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,failing,5,smoke,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,failing,5,smoke,PASS,REJECT,PASS,PASS,147,7,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,failing,5,smoke,PASS,REJECT,PASS,PASS,147,7,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,failing,5,smoke,PASS,REJECT,PASS,PASS,735,35,capture-all diagnostic mode
full,watchdog_timeout_bug,failing,5,smoke,PASS,REJECT,PASS,PASS,735,35,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,failing,1,short,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,failing,1,short,PASS,REJECT,PASS,PASS,2814,134,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,failing,1,short,PASS,REJECT,PASS,PASS,2814,134,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,failing,1,short,PASS,REJECT,PASS,PASS,11550,550,capture-all diagnostic mode
full,watchdog_timeout_bug,failing,1,short,PASS,REJECT,PASS,PASS,11550,550,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,failing,2,short,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,failing,2,short,PASS,REJECT,PASS,PASS,2814,134,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,failing,2,short,PASS,REJECT,PASS,PASS,2814,134,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,failing,2,short,PASS,REJECT,PASS,PASS,11550,550,capture-all diagnostic mode
full,watchdog_timeout_bug,failing,2,short,PASS,REJECT,PASS,PASS,11550,550,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,failing,3,short,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,failing,3,short,PASS,REJECT,PASS,PASS,2814,134,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,failing,3,short,PASS,REJECT,PASS,PASS,2814,134,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,failing,3,short,PASS,REJECT,PASS,PASS,11550,550,capture-all diagnostic mode
full,watchdog_timeout_bug,failing,3,short,PASS,REJECT,PASS,PASS,11550,550,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,failing,4,short,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,failing,4,short,PASS,REJECT,PASS,PASS,2814,134,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,failing,4,short,PASS,REJECT,PASS,PASS,2814,134,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,failing,4,short,PASS,REJECT,PASS,PASS,11550,550,capture-all diagnostic mode
full,watchdog_timeout_bug,failing,4,short,PASS,REJECT,PASS,PASS,11550,550,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,failing,5,short,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,failing,5,short,PASS,REJECT,PASS,PASS,2814,134,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,failing,5,short,PASS,REJECT,PASS,PASS,2814,134,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,failing,5,short,PASS,REJECT,PASS,PASS,11550,550,capture-all diagnostic mode
full,watchdog_timeout_bug,failing,5,short,PASS,REJECT,PASS,PASS,11550,550,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,failing,1,medium,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,failing,1,medium,PASS,REJECT,PASS,PASS,10878,518,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,failing,1,medium,PASS,REJECT,PASS,PASS,10878,518,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,failing,1,medium,PASS,REJECT,PASS,PASS,43806,2086,capture-all diagnostic mode
full,watchdog_timeout_bug,failing,1,medium,PASS,REJECT,PASS,PASS,43806,2086,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,failing,2,medium,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,failing,2,medium,PASS,REJECT,PASS,PASS,10878,518,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,failing,2,medium,PASS,REJECT,PASS,PASS,10878,518,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,failing,2,medium,PASS,REJECT,PASS,PASS,43806,2086,capture-all diagnostic mode
full,watchdog_timeout_bug,failing,2,medium,PASS,REJECT,PASS,PASS,43806,2086,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,failing,3,medium,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,failing,3,medium,PASS,REJECT,PASS,PASS,10878,518,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,failing,3,medium,PASS,REJECT,PASS,PASS,10878,518,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,failing,3,medium,PASS,REJECT,PASS,PASS,43806,2086,capture-all diagnostic mode
full,watchdog_timeout_bug,failing,3,medium,PASS,REJECT,PASS,PASS,43806,2086,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,failing,4,medium,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,failing,4,medium,PASS,REJECT,PASS,PASS,10878,518,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,failing,4,medium,PASS,REJECT,PASS,PASS,10878,518,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,failing,4,medium,PASS,REJECT,PASS,PASS,43806,2086,capture-all diagnostic mode
full,watchdog_timeout_bug,failing,4,medium,PASS,REJECT,PASS,PASS,43806,2086,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,failing,5,medium,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,failing,5,medium,PASS,REJECT,PASS,PASS,10878,518,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,failing,5,medium,PASS,REJECT,PASS,PASS,10878,518,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,failing,5,medium,PASS,REJECT,PASS,PASS,43806,2086,capture-all diagnostic mode
full,watchdog_timeout_bug,failing,5,medium,PASS,REJECT,PASS,PASS,43806,2086,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,failing,1,long,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,failing,1,long,PASS,REJECT,PASS,PASS,43134,2054,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,failing,1,long,PASS,REJECT,PASS,PASS,43134,2054,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,failing,1,long,PASS,REJECT,PASS,PASS,172830,8230,capture-all diagnostic mode
full,watchdog_timeout_bug,failing,1,long,PASS,REJECT,PASS,PASS,172830,8230,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,failing,2,long,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,failing,2,long,PASS,REJECT,PASS,PASS,43134,2054,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,failing,2,long,PASS,REJECT,PASS,PASS,43134,2054,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,failing,2,long,PASS,REJECT,PASS,PASS,172830,8230,capture-all diagnostic mode
full,watchdog_timeout_bug,failing,2,long,PASS,REJECT,PASS,PASS,172830,8230,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,failing,3,long,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,failing,3,long,PASS,REJECT,PASS,PASS,43134,2054,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,failing,3,long,PASS,REJECT,PASS,PASS,43134,2054,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,failing,3,long,PASS,REJECT,PASS,PASS,172830,8230,capture-all diagnostic mode
full,watchdog_timeout_bug,failing,3,long,PASS,REJECT,PASS,PASS,172830,8230,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,failing,4,long,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,failing,4,long,PASS,REJECT,PASS,PASS,43134,2054,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,failing,4,long,PASS,REJECT,PASS,PASS,43134,2054,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,failing,4,long,PASS,REJECT,PASS,PASS,172830,8230,capture-all diagnostic mode
full,watchdog_timeout_bug,failing,4,long,PASS,REJECT,PASS,PASS,172830,8230,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,failing,5,long,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,failing,5,long,PASS,REJECT,PASS,PASS,43134,2054,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,failing,5,long,PASS,REJECT,PASS,PASS,43134,2054,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,failing,5,long,PASS,REJECT,PASS,PASS,172830,8230,capture-all diagnostic mode
full,watchdog_timeout_bug,failing,5,long,PASS,REJECT,PASS,PASS,172830,8230,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,failing,1,stress,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,failing,1,stress,PASS,REJECT,PASS,PASS,172158,8198,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,failing,1,stress,PASS,REJECT,PASS,PASS,172158,8198,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,failing,1,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,watchdog_timeout_bug,failing,1,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,failing,2,stress,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,failing,2,stress,PASS,REJECT,PASS,PASS,172158,8198,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,failing,2,stress,PASS,REJECT,PASS,PASS,172158,8198,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,failing,2,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,watchdog_timeout_bug,failing,2,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,failing,3,stress,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,failing,3,stress,PASS,REJECT,PASS,PASS,172158,8198,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,failing,3,stress,PASS,REJECT,PASS,PASS,172158,8198,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,failing,3,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,watchdog_timeout_bug,failing,3,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,failing,4,stress,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,failing,4,stress,PASS,REJECT,PASS,PASS,172158,8198,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,failing,4,stress,PASS,REJECT,PASS,PASS,172158,8198,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,failing,4,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,watchdog_timeout_bug,failing,4,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,failing,5,stress,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,failing,5,stress,PASS,REJECT,PASS,PASS,172158,8198,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,failing,5,stress,PASS,REJECT,PASS,PASS,172158,8198,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,failing,5,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,watchdog_timeout_bug,failing,5,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,fixed,1,smoke,PASS,REJECT,PASS,PASS,168,8,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,fixed,1,smoke,PASS,REJECT,PASS,PASS,34503,1643,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,fixed,1,smoke,PASS,REJECT,PASS,PASS,34503,1643,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,fixed,1,smoke,PASS,REJECT,PASS,PASS,35007,1667,capture-all diagnostic mode
full,watchdog_timeout_bug,fixed,1,smoke,PASS,REJECT,PASS,PASS,35007,1667,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,fixed,2,smoke,PASS,REJECT,PASS,PASS,168,8,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,fixed,2,smoke,PASS,REJECT,PASS,PASS,34503,1643,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,fixed,2,smoke,PASS,REJECT,PASS,PASS,34503,1643,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,fixed,2,smoke,PASS,REJECT,PASS,PASS,35007,1667,capture-all diagnostic mode
full,watchdog_timeout_bug,fixed,2,smoke,PASS,REJECT,PASS,PASS,35007,1667,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,fixed,3,smoke,PASS,REJECT,PASS,PASS,168,8,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,fixed,3,smoke,PASS,REJECT,PASS,PASS,34503,1643,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,fixed,3,smoke,PASS,REJECT,PASS,PASS,34503,1643,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,fixed,3,smoke,PASS,REJECT,PASS,PASS,35007,1667,capture-all diagnostic mode
full,watchdog_timeout_bug,fixed,3,smoke,PASS,REJECT,PASS,PASS,35007,1667,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,fixed,4,smoke,PASS,REJECT,PASS,PASS,168,8,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,fixed,4,smoke,PASS,REJECT,PASS,PASS,34503,1643,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,fixed,4,smoke,PASS,REJECT,PASS,PASS,34503,1643,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,fixed,4,smoke,PASS,REJECT,PASS,PASS,35007,1667,capture-all diagnostic mode
full,watchdog_timeout_bug,fixed,4,smoke,PASS,REJECT,PASS,PASS,35007,1667,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,fixed,5,smoke,PASS,REJECT,PASS,PASS,168,8,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,fixed,5,smoke,PASS,REJECT,PASS,PASS,34503,1643,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,fixed,5,smoke,PASS,REJECT,PASS,PASS,34503,1643,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,fixed,5,smoke,PASS,REJECT,PASS,PASS,35007,1667,capture-all diagnostic mode
full,watchdog_timeout_bug,fixed,5,smoke,PASS,REJECT,PASS,PASS,35007,1667,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,fixed,1,short,PASS,REJECT,PASS,PASS,168,8,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,fixed,1,short,PASS,REJECT,PASS,PASS,61824,2944,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,fixed,1,short,PASS,REJECT,PASS,PASS,61824,2944,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,fixed,1,short,PASS,REJECT,PASS,PASS,70476,3356,capture-all diagnostic mode
full,watchdog_timeout_bug,fixed,1,short,PASS,REJECT,PASS,PASS,70476,3356,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,fixed,2,short,PASS,REJECT,PASS,PASS,168,8,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,fixed,2,short,PASS,REJECT,PASS,PASS,61824,2944,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,fixed,2,short,PASS,REJECT,PASS,PASS,61824,2944,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,fixed,2,short,PASS,REJECT,PASS,PASS,70476,3356,capture-all diagnostic mode
full,watchdog_timeout_bug,fixed,2,short,PASS,REJECT,PASS,PASS,70476,3356,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,fixed,3,short,PASS,REJECT,PASS,PASS,168,8,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,fixed,3,short,PASS,REJECT,PASS,PASS,61824,2944,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,fixed,3,short,PASS,REJECT,PASS,PASS,61824,2944,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,fixed,3,short,PASS,REJECT,PASS,PASS,70476,3356,capture-all diagnostic mode
full,watchdog_timeout_bug,fixed,3,short,PASS,REJECT,PASS,PASS,70476,3356,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,fixed,4,short,PASS,REJECT,PASS,PASS,168,8,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,fixed,4,short,PASS,REJECT,PASS,PASS,61824,2944,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,fixed,4,short,PASS,REJECT,PASS,PASS,61824,2944,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,fixed,4,short,PASS,REJECT,PASS,PASS,70476,3356,capture-all diagnostic mode
full,watchdog_timeout_bug,fixed,4,short,PASS,REJECT,PASS,PASS,70476,3356,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,fixed,5,short,PASS,REJECT,PASS,PASS,168,8,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,fixed,5,short,PASS,REJECT,PASS,PASS,61824,2944,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,fixed,5,short,PASS,REJECT,PASS,PASS,61824,2944,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,fixed,5,short,PASS,REJECT,PASS,PASS,70476,3356,capture-all diagnostic mode
full,watchdog_timeout_bug,fixed,5,short,PASS,REJECT,PASS,PASS,70476,3356,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,fixed,1,medium,PASS,REJECT,PASS,PASS,168,8,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,fixed,1,medium,PASS,REJECT,PASS,PASS,318969,15189,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,fixed,1,medium,PASS,REJECT,PASS,PASS,318969,15189,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,fixed,1,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,watchdog_timeout_bug,fixed,1,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,fixed,2,medium,PASS,REJECT,PASS,PASS,168,8,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,fixed,2,medium,PASS,REJECT,PASS,PASS,318969,15189,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,fixed,2,medium,PASS,REJECT,PASS,PASS,318969,15189,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,fixed,2,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,watchdog_timeout_bug,fixed,2,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,fixed,3,medium,PASS,REJECT,PASS,PASS,168,8,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,fixed,3,medium,PASS,REJECT,PASS,PASS,318969,15189,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,fixed,3,medium,PASS,REJECT,PASS,PASS,318969,15189,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,fixed,3,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,watchdog_timeout_bug,fixed,3,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,fixed,4,medium,PASS,REJECT,PASS,PASS,168,8,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,fixed,4,medium,PASS,REJECT,PASS,PASS,318969,15189,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,fixed,4,medium,PASS,REJECT,PASS,PASS,318969,15189,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,fixed,4,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,watchdog_timeout_bug,fixed,4,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,watchdog_timeout_bug,fixed,5,medium,PASS,REJECT,PASS,PASS,168,8,replay-critical MMIO/interrupt/external-input boundary-event capture
core,watchdog_timeout_bug,fixed,5,medium,PASS,REJECT,PASS,PASS,318969,15189,ReplayCapsule-RV property-relevant capture mode
hashed,watchdog_timeout_bug,fixed,5,medium,PASS,REJECT,PASS,PASS,318969,15189,core capture mode; hash evidence is carried by signatures
diagnostic,watchdog_timeout_bug,fixed,5,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,watchdog_timeout_bug,fixed,5,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
